ticket_link,account_id,ticket_id,gorgias_subdomain,ticket_date,channel,ticket_intent,ticket_intent_detail,ticket_outcome,ai_agent_billed,nb_handover_topics,handover_topics,generate_nb_relevant_resources_used,generate_nb_relevant_articles_used,generate_nb_relevant_default_guidances_used,first_message_from_shopper,AI_Agent_generated_message,post_processing_internal_note,qualify_ai_insight
https://nebuleusebijoux.gorgias.com/app/ticket/205733526,79815,205733526,nebuleusebijoux,2026-02-02,email,Return:Request,Return Requests Due to Size Issues,Handover,false,1,[{v=Enquiries about refunds}],,,,"Bonjour 
Tout d'abord, j'adore les boucles d'oreilles. 
Hélas l a tige du piercing, pour l 'anti heli x est trop courte, je ne peu ni le mettre, ni le faire mettre. Très déçue ... je peux le renvoyer","Bonjour Véronique,

Merci pour votre message et pour votre enthousiasme envers nos boucles d’oreilles. Je comprends votre déception concernant la taille de la tige pour l'anti-helix.

Je transmets votre demande à l’équipe compétente qui pourra vous accompagner pour le retour de votre produit. Vous recevrez bientôt leurs instructions pour procéder sereinement.

Je reste à votre disposition si vous avez d’autres questions d’ici là.

Belle journée à vous ! 🌙",,"Shopper reports a product issue (piercing post too short) and asks if they can return it, which is a request for return/refund. This matches the handover topic 'Enquiries about refunds '. The conversation is not over as the shopper expects a response and resolution."
https://nebuleusebijoux.gorgias.com/app/ticket/205727572,79815,205727572,nebuleusebijoux,2026-02-02,email,Order:Placement,Other,Handover,false,0,[],,,,"Bonjour 
Je souhaiterais passer commande sur votre site mais lors de la validation, la page se rafraichit constamment et je ne peux pas terminer l'étape du règlement. 
Par ailleurs, j'ai utilisé des p","Bonjour Justine,

Merci d’avoir pris le temps de nous écrire et de nous expliquer la situation avec la cagnotte fidélité et le souci technique au moment du paiement.

Je comprends à quel point cela peut être frustrant et je vous présente toutes nos excuses pour cette expérience. Je vais transmettre votre demande à notre équipe spécialisée, qui va examiner ces bugs plus en détail et revenir vers vous pour une solution rapide et adaptée.

Nous restons à vos côtés pour la suite et vous tiendrons informée dès qu’il y aura du nouveau.

Merci encore pour votre patience et votre confiance.

Belle journée à vous ✨",,
https://nebuleusebijoux.gorgias.com/app/ticket/205706102,79815,205706102,nebuleusebijoux,2026-02-02,email,Shipping:Change Address,Address corrections before shipment,Handover,false,0,[],,,,"Bonjour, 

On m’a offert de très belles boucles d’oreilles pour Noël, malheureusement l’une d’elle s’est cassée.
Voici le numéros de la commande : #837053
La boucle d’oreille « Julianne blanche »","Bonjour Mme Menguy,

Merci beaucoup d’avoir pris le temps de nous envoyer la photo et les détails concernant la boucle d’oreille « Julianne blanche » de la commande #837053. Je suis vraiment désolée pour ce souci avec votre bijou…

Votre bijou semble en effet concerné par notre garantie de 1 an pour les produits défectueux ou défaillants. Afin de poursuivre rapidement votre prise en charge, je vous invite à remplir notre formulaire de demande de garantie ici : [warranty claim form](https://icvk1xljokz.typeform.com/to/ssHc7vn6).

Une fois le formulaire complété, une personne de notre équipe dédiée prendra le relais pour vous accompagner et trouver la meilleure solution.

Je transfère dès maintenant votre dossier à l’équipe concernée pour un suivi rapproché.

Belle journée à vous ✨",,
https://nebuleusebijoux.gorgias.com/app/ticket/205790157,79815,205790157,nebuleusebijoux,2026-02-02,email,Shipping:Delivered Not Received,Packages Marked Delivered Not Received,Close,false,0,[],,,,"Bonsoir excusez-moi je ne me souviens plus quelle adresse j’avais mis sur la commande pourriez-vous me la reindiquer ? 
Le 2 févr. 2026 à 12:14, Nébuleuse Bijoux <contact@nebuleusebijoux.com> a écrit","Bonsoir Mona,  

Votre commande Nébuleuse Bijoux (référence #901354) a bien été expédiée à l’adresse suivante :

1 Domaine De Prières  
Centre De Readaptation  
56190 Billiers  
France

N’hésitez pas si vous avez d’autres questions ou besoin d’aide. 🌙

Belle soirée à vous !",,
https://nebuleusebijoux.gorgias.com/app/ticket/205790299,79815,205790299,nebuleusebijoux,2026-02-02,email,Product:Quality Issues,Piercing jewelry decoration detachment,Handover,false,0,[],,,,"Bonjour, 
Je me permets de vous contacter afin de faire une réclamation concernant un piercing ainsi qu’une chaîne que j’ai achetés récemment chez vous. 
Lors de l’ouverture de la boîte, j’ai constaté","Bonjour Elise,

Merci beaucoup pour votre message et pour la photo détaillée, je comprends parfaitement votre déception en découvrant le piercing endommagé ainsi que le souci avec la chaîne. 

Votre commande est bien couverte par notre garantie, car elle a été livrée il y a moins de 30 jours. Pour le piercing dont la pierre s’est détachée, cela semble bien correspondre à un défaut de fabrication : vous pouvez soumettre une demande via notre formulaire de garantie ici : [warranty claim form](https://icvk1xljokz.typeform.com/to/ssHc7vn6). Cette démarche permettra à notre équipe de spécialistes d’évaluer le produit et de vous proposer une solution adaptée (remboursement, échange ou avoir). N’hésitez pas à joindre toute photo supplémentaire si nécessaire.

En ce qui concerne la chaîne, nous faisons remonter votre retour à notre équipe afin de vérifier plus en détail les spécificités et de vous accompagner au mieux, ainsi que pour le commentaire sur la différence de qualité du nouveau Léonie Titane par rapport à votre achat en 2023. Chaque bijou est pourtant conçu selon les mêmes standards et en titane ASTM-F136, mais nous allons transmettre vos remarques à notre équipe produit pour investigation.

Votre dossier va maintenant être transmis à un agent dédié qui reviendra vers vous rapidement avec des propositions précises suite à votre demande.

Merci encore pour votre patience et votre bienveillance, nous sommes là pour vous accompagner jusqu’à la meilleure solution ✨

Belle journée à vous,",,
https://nebuleusebijoux.gorgias.com/app/ticket/205793340,79815,205793340,nebuleusebijoux,2026-02-02,email,Order:Damaged,Earring Replacement Requests,Handover,false,0,[],,,,"Bonjour 
 
Je viens de recevoir mon colis j'ai une boucle d'oreille cassée. 
 
Comment peut on faire svp ? 
 
Cordialement Mme Rojas Émilie 
 
 
 Envoyé à partir de Outlook pour Android (https://aka.m","Bonjour Émilie,

Merci beaucoup pour votre message et la photo qui montre clairement la boucle d'oreille cassée. Je comprends votre déception et tiens à vous rassurer : votre bijou est bien couvert par la garantie 1 an.

Pour que l'équipe puisse traiter votre demande rapidement, je vous invite à remplir le formulaire de réclamation en garantie ici : [warranty claim form](https://icvk1xljokz.typeform.com/to/ssHc7vn6).

Votre dossier sera transmis à notre équipe spécialisée, qui reviendra vers vous avec la marche à suivre.

Merci pour votre compréhension et votre confiance. ✨

Belle journée à vous !",,
https://nebuleusebijoux.gorgias.com/app/ticket/205806956,79815,205806956,nebuleusebijoux,2026-02-02,email,Order:Missing Item,Missing Earrings and Piercings,Handover,false,0,[],,,,"Bonjour, 

Suite à ma commande 903022 passée le 29 janvier 2026, il manque juste la boucle d'oreille Orion or 😇 

Je vous remercie pour votre retour. 

Belle soirée 

Justine MASSONNEAU 
07 49 03 76","Bonjour Justine,

Merci d’avoir pris le temps de nous fournir toutes ces informations et captures d’écran. Je comprends bien votre frustration et je suis sincèrement désolée pour la situation.

Votre demande va être transmise à un agent humain dédié afin qu’il puisse examiner plus en détail votre dossier et vous accompagner personnellement vers une solution rapide et adaptée.

Merci encore pour votre patience et votre compréhension 🌙",,
https://nebuleusebijoux.gorgias.com/app/ticket/205710135,79815,205710135,nebuleusebijoux,2026-02-02,email,Shipping:Delivered Not Received,Packages Marked Delivered Not Received,Handover,false,0,[],,,,"Envoyé de mon iPhone 
Le 30 janv. 2026 à 17:28, Service Client Nébuleuse <contact@nebuleusebijoux.com> a écrit : 

Bonjour Clemence, 
Merci d’avoir pris le temps de nous écrire. Selon le suivi, votre","Bonjour Clemence,

Merci beaucoup pour l’envoi de votre attestation sur l’honneur et de votre carte d’identité. Votre dossier va être immédiatement transmis à l’équipe dédiée pour une analyse approfondie de la situation concernant votre colis.

Nous restons à votre écoute et reviendrons vers vous dès qu’une mise à jour sera disponible. Merci encore pour votre confiance et votre patience.

Belle journée à vous 🌙",,
https://nebuleusebijoux.gorgias.com/app/ticket/205786343,79815,205786343,nebuleusebijoux,2026-02-02,email,Shipping:Delivered Not Received,Packages Marked Delivered Not Received,Handover,false,0,[],,,,"Bonjour, 
Je me permets de vous contacter concernant ma commande n°902578. 

Le suivi de livraison indique que la commande a été livrée aujourd’hui, cependant je n’ai rien reçu. 

J’ai vérifié ma boît","Bonjour Floriane,

Merci beaucoup pour l’envoi de ces documents. Je vais transmettre votre dossier à l’équipe qui pourra lancer une enquête auprès du transporteur pour vérifier les conditions de livraison.

Je vous tiendrai informée dès que j’aurai un retour. N’hésitez surtout pas à me recontacter si vous avez d’autres questions en attendant.

Belle journée à vous ✨

Bien à vous,",,
https://nebuleusebijoux.gorgias.com/app/ticket/205735136,79815,205735136,nebuleusebijoux,2026-02-02,email,Order:Payment,Other,Close,false,0,[],,,,"Hi Nébuleuse Bijoux Team, 
I hope you’re doing well. 
I wanted to check on the payment schedule. My dashboard shows that my payout is ready—could you please proceed with the payment to my attached acc","Hello Riz,

Thank you so much for reaching out and for sharing these details. To help with your request and provide specific information about your payout schedule, I’ll need a bit more information about your order or account. Could you kindly share your order number or any additional account details? This will help us verify your request and assist you further.

Once we have your details, your ticket will be transferred to a human agent on our specialist team for a thorough review regarding your payout timing. Thank you for your patience and trust.

Warm regards,",,
https://nebuleusebijoux.gorgias.com/app/ticket/205729269,79815,205729269,nebuleusebijoux,2026-02-02,email,Warranty:Claim,Warranty Claims with Defective Clasps,Handover,false,0,[],,,,"Bonjour je vous envoie un mail car j’ai une boucle d’oreille qui ne clip plus, pouvez vous m’indiquer la marche à suivre pour faire partir la boucle d’oreille en garantie ? 
La boucle d’oreille c’est","Bonjour Julie,

Merci beaucoup pour votre message et d’avoir détaillé votre situation. Je suis désolée pour le souci rencontré avec votre boucle d’oreille Glow, c’est toujours frustrant lorsque cela arrive.

Bonne nouvelle : votre article est bien couvert par notre garantie de 1 an contre les défauts de fabrication. Afin de procéder à la prise en charge, il vous suffit de remplir ce formulaire en ligne : [warranty claim form](https://icvk1xljokz.typeform.com/to/ssHc7vn6).

Une fois le formulaire envoyé, notre équipe examinera votre demande et reviendra vers vous rapidement. Vous pouvez également consulter tous les détails ici : [la politique de garantie](https://nebuleusebijoux.com/pages/politique-de-garantie?srsltid=AfmBOop_uVJZ7mE5upc4vwKBGByD00vEvgdfNiDFlsg2d0MBpnnfw4kN).

En attendant, si jamais vous souhaitez tenter un petit ajustement, voici une courte vidéo astuce qui peut parfois résoudre ce souci de clip : [cette vidéo](https://www.instagram.com/reel/CeEZU9VKWUM/?igshid=MDJmNzVkMjY%3D).

Votre demande sera ensuite transférée à notre équipe pour un accompagnement personnalisé ✨

Belle journée à vous !",,
https://nebuleusebijoux.gorgias.com/app/ticket/205759048,79815,205759048,nebuleusebijoux,2026-02-02,email,Order:Refund,Refund Requests for Tariffs and Missing Packages,Close,false,0,[],,,,"Bonjour, 

J’ai commandé chez vous deux piercing pour le téton simple en or le 23 janvier. 
Cependant je n’ai toujours rien reçu et je n’arrive pas à savoir où est mon colis. 

Je suis Parfait Jade et","Bonjour Jade,

Merci pour votre message. Je comprends votre inquiétude concernant la livraison de votre commande. D'après notre vérification, votre colis (numéro de suivi 2L23955035729) a été expédié et le suivi indique un statut « Succès » depuis le 21 janvier, ce qui signifie qu'il a été traité et expédié. 

Vous pouvez suivre l’évolution de votre colis directement via ce lien : [Suivi de votre colis](http://www.laposte.fr/outils/suivre-vos-envois?code=2L23955035729). 

Nous sommes sincèrement désolés pour le délai et restons à votre disposition pour toute question supplémentaire. 🌙

Belle journée à vous.",,
https://nebuleusebijoux.gorgias.com/app/ticket/205813485,79815,205813485,nebuleusebijoux,2026-02-02,email,Shipping:Delivered Not Received,Packages Marked Delivered Not Received,Snooze,false,0,[],,,,"Bonjour, ma commande # 900289 est notifiée livrer or je n'ai rien reçu. Cordialement, Sandra Novo 
 
 
 Envoyé à partir de Outlook pour Android (https://aka.ms/AAb9ysg)","Bonjour Sandra,

Je comprends votre préoccupation et je vais vous accompagner pour éclaircir la situation. Selon le suivi du transporteur, votre commande #900289, expédiée à l'adresse 172 Avenue Maurice Berteaux, Sartrouville (France), est indiquée comme ""livrée"". Vous pouvez consulter les détails via [ce lien de suivi](http://www.laposte.fr/outils/suivre-vos-envois?code=2L23955080187).

Parfois, le colis peut être remis à un voisin ou laissé à un endroit sûr. Pourriez-vous vérifier auprès des personnes à votre adresse ou à proximité, au cas où le colis aurait été reçu en votre nom ?

Si, après vérification, vous ne retrouvez pas votre colis, je pourrai transmettre votre dossier pour une investigation plus approfondie. Dans ce cas, il vous sera demandé une attestation sur l'honneur ainsi qu'une copie de pièce d'identité, comme le prévoit notre procédure pour les colis marqués ""livrés"" mais non reçus.

N'hésitez pas à me tenir informée. Je reste à votre écoute pour toute question ou pour vous aider dans les démarches à venir.

Belle soirée ✨",,
https://nebuleusebijoux.gorgias.com/app/ticket/205827579,79815,205827579,nebuleusebijoux,2026-02-02,email,Order:Placement,Order Placement Failures,Handover,false,0,[],,,,"Bonsoir, 

Veuillez m'excuser pour le dérangement mais je pense qu'il y a un souci, il mes impossible de vider mon panier pour y mettre d'autres produits. 

Pouvez-vous m'aider? 

Bien cordialement, V","Bonsoir Vinciane,

Merci de nous avoir signalé ce souci avec votre panier. Je comprends à quel point cela peut être désagréable. Afin que vous receviez l’aide appropriée, ce ticket va être transféré à une équipe technique spécialisée, qui va examiner la situation de plus près et revenir vers vous avec une solution adaptée.

Merci pour votre patience et votre compréhension ✨

Bien à vous,",,
https://nebuleusebijoux.gorgias.com/app/ticket/205787987,79815,205787987,nebuleusebijoux,2026-02-02,email,Order:Damaged,Requests for replacement or refund of damaged jewelry,Handover,false,0,[],,,,"Bonjour, 
Je me permets de vous écrire car j'ai reçu mon piercing mais malheureusement il manque une pierre. 
Je ne sais pas ce qu'il faut faire dans ce cas. 
Ma commande est la #904349. 
Merci d'avan","Bonjour Estelle,

Merci pour votre message et pour la photo que vous avez envoyée. Je comprends bien votre déception et je suis là pour vous aider.

Votre piercing semble effectivement présenter un défaut, et il peut donc bénéficier de la garantie de 1 an. Je vous invite à remplir le formulaire de réclamation de garantie à l’aide de ce lien : [warranty claim form](https://icvk1xljokz.typeform.com/to/ssHc7vn6).

Une fois le formulaire envoyé, notre équipe examinera votre demande et reviendra vers vous rapidement pour la suite. 

N'hésitez pas si besoin, nous sommes là pour vous accompagner !

Bien à vous,",,
https://nebuleusebijoux.gorgias.com/app/ticket/205713496,79815,205713496,nebuleusebijoux,2026-02-02,email,Product:Quality Issues,Defective Jewelry Issues,Close,false,0,[],,,,"Bonjour, je me permets de vous contacter car j'ai acheté un piercing pour hélix il y a quelques mois, j'ai malheureusement la désagréable surprise d'une oxydation au niveau de la tige ce qui me donne","Bonjour Amélie,

Je suis désolée d'apprendre que votre piercing hélix présente une oxydation et provoque une intolérance. Merci de nous en avoir informés. Afin de pouvoir traiter votre demande et vous proposer une solution adaptée, pourriez-vous s'il vous plaît nous communiquer l'adresse email utilisée lors de votre commande ainsi que le numéro de commande ou le code postal de livraison ? Ces informations nous permettront de retrouver votre achat. 

De plus, une photo du piercing concerné serait très utile pour évaluer le problème selon notre garantie d’un an.

Merci beaucoup pour votre compréhension et votre aide, et à très vite pour la suite 🌙",,
https://nebuleusebijoux.gorgias.com/app/ticket/205825952,79815,205825952,nebuleusebijoux,2026-02-02,email,Product:Quality Issues,Jewelry Discoloration Issues,Handover,false,1,[{v=Enquiries about reimbursements}],,,,"Bonjour, 
J'ai acheté plusieurs boucles il y a un an sur votre site et sur certaines le plaquage or est parti. Le reste étant en très bon état je voulais avoir s'il était possible de les renvoyer pour","Bonjour Victoria,

Merci de nous avoir contactés. Je comprends votre souhait de faire replaquer vos boucles d’oreilles pour leur redonner tout leur éclat. Je vais transmettre votre demande à l’équipe qui pourra vous accompagner au mieux dans cette démarche et vous proposer une solution adaptée.

Je vous invite à patienter un peu, ils reviendront vers vous très bientôt avec les prochaines étapes à suivre.

Belle journée à vous ✨",,"Shopper asks about returning earrings for replating, which is a refund/reimbursement related inquiry; qualifies as a handover topic 'Enquiries about reimbursements '"
https://nebuleusebijoux.gorgias.com/app/ticket/205817838,79815,205817838,nebuleusebijoux,2026-02-02,email,Exchange:Request,Exchange Processing Errors,Close,false,0,[],,,,"Bonjour, 
Suite à une erreur lors de ma commande 899306, j'ai effectué une demande d'échange. 
Je me suis encore trompée dans la sélection puisque j'ai mis dans le panier Trapeze x Marquise au lieu du","Bonjour Mme Body Pastor,

Merci pour votre message et pour votre transparence. Les échanges sont acceptés dans les 30 jours suivant la réception de votre commande. Pour s'assurer que vous êtes éligible à un échange, pouvez-vous simplement confirmer que vous recevrez (ou avez reçu) votre commande depuis moins de 30 jours ?

Vous pouvez effectuer un échange directement en boutique Nébuleuse en apportant votre numéro de commande, dans les 30 jours après la livraison. Si vous préférez réaliser la demande en ligne, voici le lien pour soumettre votre demande : [Exchange Request Page](https://nebuleusebijoux.com/pages/retours-1?srsltid=AfmBOorlij3oeAAusn2h9jZHWQ5AWUiNRwTSmvLwVeBS4sjIh4qEcT9x)

N'hésitez pas à me confirmer la date de livraison ou à me donner toute information utile pour que je puisse poursuivre l'accompagnement ✨

Belle journée à vous !",,
https://nebuleusebijoux.gorgias.com/app/ticket/205710418,79815,205710418,nebuleusebijoux,2026-02-02,email,Order:Status,Other,Handover,false,0,[],,,,"Bonjour, 

J’ai passé commande le 30 janvier au nom de David-Desnos Inès, j’ai téléchargé l’application Shop pour suivre mon colis mais celui ci n’a aucun suivi et est en attente de délais. Puis-je sa","Bonjour Inès,

Merci pour votre message. Je comprends votre envie de suivre votre commande de plus près. Je vais transmettre votre demande à l'équipe concernée qui pourra vous fournir plus de détails sur le statut de votre colis.

Je vous invite à rester attentive à leurs prochaines réponses ; ils feront au mieux pour vous accompagner.

Belle journée à vous ! ✨",,
https://nebuleusebijoux.gorgias.com/app/ticket/205703952,79815,205703952,nebuleusebijoux,2026-02-02,email,Shipping:Delivered Not Received,Returned Orders to Sender,Handover,false,0,[],,,,"Je vous transmets en pièces jointes les documents remplis et signés comme demandé en espérant que vous pourrez prendre en compte ma réclamation 
Bonne journée 
Yahoo Mail : Recherchez, organisez, maît","Bonjour Mylene,

Merci d’avoir transmis les documents complétés et signés. Votre réclamation est bien prise en compte et va être étudiée par l’équipe dédiée. Le dossier sera transféré à un agent qui reviendra vers vous dès que possible avec un suivi ou une résolution.

Merci pour votre confiance et votre patience 🌙",,
