shop_name,type_of_knowledge,title,language,total_executions,closed_or_wait_rate,handover_rate,handed_over_executions,guidance_type,content,has_handover_instructions,characters_volume,last_edit_date,primary_intent,primary_intent_share,secondary_intent,secondary_intent_share,knowledge_id,knowledge_id_versioned
madame-indecise,guidance,When a shopper reports having a piece of jewellery which blackens or oxidizes,en-US,44,0.8181818181818182,0.18181818181818177,8,scratch,"Scenario 1 — Shopper did not confirm they were taking care of the product or cleaning it with clear waterTHEN: Ask if they have been cleaning the jewelry with clear water, and if they have checked our page about jewelry care: → https://nebuleusebijoux.com/blogs/journal/prendre-soin-de-ses-bijoux  Once they confirm they’ve taken care of the jewelry and cleaned it properly, acknowledge the situation and apologize for the inconvenience.  Continue to the appropriate scenario below (based on the order’s delivery date). Scenario 2 — Shopper confirms they clean and care for the jewelry properlyTHEN: Acknowledge the situation kindly and apologize for the inconvenience.  Check the order’s delivery date ([ORDER_DELIVERED_AT]).  IF: The order was received more than 1 year ago Inform the shopper that unfortunately, the warranty no longer applies after 1 year.  Apologize sincerely and leave the conversation open for questions.   IF: The order was received less than 1 year ago  Proceed to Scenario 3. Scenario 3 — Order received less than 1 year agoTHEN: Check the &amp;&amp;&amp;order.order_tags&amp;&amp;&amp; for a tag such as ""Garantie-XXX-SKU"" corresponding to the SKU of the oxidized/blackened product.IF: The tag is present twice This means the shopper has already benefited from two previous warranty claims.  Inform them that the product already benefited from the warranty coverage twice, so unfortunately we cannot offer another replacement but proceed with a refund of the product   Offer a goodwill gesture: “To apologize for this situation, here’s a discount code SORRY15 for 15% off your next order.” ✨   IF: The tag is not present or present once  Acknowledge the situation and apologize for the inconvenience.  Inform the shopper that the product is covered under warranty.  Invite them to submit a warranty claim here: → https://icvk1xljokz.typeform.com/to/ssHc7vn6 General rules:  If no picture is attached, ask the shopper to send one to assess the condition.  Begin by checking whether the order was received more or less than 1 year ago  When sharing a link, please share the link embedded as a clickable hyperlink--&gt; Example: share this link ""https://nebuleusebijoux.com/blogs/journal/prendre-soin-de-ses-bijoux"" as ""our page about jewelry care"" or this link ""https://icvk1xljokz.typeform.com/to/ssHc7vn6"" as ""our warranty claim form"" ",false,2362,2025-12-12,Warranty,0.5128205128205128,Product,0.46153846153846156,3387495,8622672
madame-indecise,guidance,When a shopper asks when a product will be back in stock,en-US,39,0.7435897435897436,0.2564102564102564,10,scratch,"CRITICAL RULE:If a shopper asks when a product will be back in stock or available again, AI Agent must ALWAYS treat the product as unavailable online.AI Agent is NOT allowed to say or imply that the product is currently in stock, even if Shopify shows available inventory.General rule: Never tell a shopper a product is “in stock” based solely on Shopify inventory.Always prioritize website availability in customer-facing answers.Do not explain internal stock systems (Shopify vs website vs boutiques). Do not use phrasing that signals missing information (e.g. “I don’t have access to…”).Do not mention things like ""I do not have information about availability for this product"" or things like ""ce produit n'apparaît malheureusement pas dans notre catalogue actuel"" that shows you do not have the answer to the question.When sharing a link, please share the link embedded as a clickable hyperlink:--&gt; Example: share this link ""https://www.instagram.com/nebuleuse"" as ""Instagram Page""WHEN: The shopper asks when or if a product unavailable on the website will be back in stock or available again:THEN:Acknowledge the shopper’s interest in the product.Inform the shopper that you do not have visibility on if or when the product will be restocked online.Invite the shopper to sign up for the restock alert directly on the product page so they’ll receive an email as soon as the product is available again.Invite the shopper to follow the Nébuleuse Bijoux Instagram page if she doesn't already, to keep an eye on new releases and restocks: https://www.instagram.com/nebuleuseADDITIONAL INFORMATION (does not change availability):In some cases, Shopify may show available inventory for this product.This usually corresponds to stock in Nébuleuse boutiques, not online availability.If that is the case:THEN:5. Explain gently that the item may still be available in one of the Nébuleuse boutiques.6. Recommend contacting the stores directly to check in-store availability:Le Marais: 01 42 50 92 11Saint-Germain: 01 40 65 50 17",false,2025,2026-01-05,Product,0.8421052631578947,Order,0.10526315789473684,2948541,7321695
madame-indecise,guidance,If a shopper asks about returns,en-US,35,0.37142857142857144,0.6285714285714286,22,scratch,"WHEN: The shopper asks about returns, refunds, or the return processTHEN: Refer to this page and this page. General rule:  Assess whether the shopper already placed an order, or is asking the question before purchase. It is possible that the shopper already placed the order, but the order cannot be found as it was not placed on the online store but through a partner store.Ask for clarification is needed.  If unclear, ask for clarification before proceeding. Scenario 1 — If a shopper asks about return conditions or eligibility IF: You can locate the order in Shopify  THEN: Retrieve [ORDER_DELIVERED_AT] (delivery date).  Calculate number of days since delivery.  IF: Delivered more than 30 days ago THEN: Inform the shopper that unfortunately the 30-day return window has passed.  End flow.  IF: Delivered 30 days ago or less THEN: IF: The order was placed on the online store Inform the shopper that returns are accepted within 30 days of delivery.  Explain that they may exchange the jewelry for a similar item.  Share the return portal link: → https://nebuleusebijoux.com/a/return  End flow.  IF: The order was placed at the Nébuleuse Boutique (Marais)  Inform them they have 30 days after purchase to exchange the jewelry.  They must bring their order number or receipt to the boutique.  End flow.  IF: The order was placed at the BHV Corner Nébuleuse  Explain that earrings and piercings cannot be returned or exchanged, as per BHV’s hygiene policy.  Only titanium piercings can be returned or exchanged within 7 days.  Rings, necklaces, and bracelets can be exchanged within 30 days.  Remind them to bring their receipt to process the exchange.  End flow.  IF: You cannot find the order  THEN: Inform the shopper that the order may have been placed through a partner store.  Share this message: We encourage you to refer to the return and exchange policy of the partner store where you purchased the jewelry. Unfortunately, we don’t have control over their return conditions. Your receipt usually includes this information.  End flow. Scenario 2 — If the shopper asks how to pack a product for a return THEN: Confirm that jewelry can be returned in any protective packaging that ensures it arrives in its original condition.  Remind the shopper to use the return label they will receive so their return can be correctly identified and processed.  Share the returns portal link to start the process: → https://nebuleusebijoux.com/a/return  End flow. Scenario 3 — If a shopper asks about returning several orders together THEN: Inform the shopper that a separate return request must be made for each order on the returns portal: → https://nebuleusebijoux.com/a/return  The team will review the returns request Each approved return will generate its own label.  Each order must be returned in its own package to ensure proper processing.  End flow. Scenario 4 — If the shopper asks about the return process IF: The order cannot be found in Shopify THEN: Acknowledge the request.  Hand over the ticket.  IF: The order is found  THEN: IF: Delivered more than 30 days ago THEN: Inform the shopper that the return window has expired (30 days after delivery).  IF: Delivered 30 days ago or less THEN: Explain that they can make a return request within 30 days by visiting the Returns Center: → https://nebuleusebijoux.com/a/return  Tell them to enter their order number and email address to follow instructions and select items to return.  Once approved, they’ll receive a confirmation email with shipping instructions and a return label.  End flow. Scenario 5 — If the shopper asks to update or manage an existing return request IF: The shopper wants to add another item to a return request  THEN: Explain that they can add another item as long as the package hasn’t been shipped yet.  Tell them to visit the return portal and enter their order number and email to access their return: → https://nebuleusebijoux.com/a/return  On the request page, they can select “Voulez-vous retourner autre chose ?” and add the additional jewelry and reason.  End flow.  IF: The request is for any other return-related update  THEN: Hand over the ticket. Scenario 6 — If the shopper asks about refunds or reimbursement status THEN: Acknowledge the request politely.  Hand over the ticket (refunds must be handled manually).  General rule:  When sharing a link, please share the link embedded as a clickable hyperlink--&gt; Example: share this link ""https://nebuleusebijoux.com/a/return"" as ""returns portal link"" ",true,4502,2025-12-11,Return,0.5294117647058824,Order,0.2647058823529412,2469111,6130658
madame-indecise,guidance,When a shopper asks about the gift card,en-US,31,0.5161290322580645,0.4838709677419355,15,scratch,"When a shopper asks about the gift card - you may refer to the gift card product page.Scenario 1 — When a shopper asks how the gift card works THEN:  Explain that they can purchase an e-gift card on this page: → https://nebuleusebijoux.com/products/carte-cadeau  They can choose an amount between €20 and €150 (custom amounts are no longer available).  Once purchased, they’ll receive the gift card by email with a unique code.  The gift card is: Valid online and in Nébuleuse stores.  Not valid in partner stores (e.g. Galeries Lafayette).  Usable multiple times until the balance is exhausted.  Valid for 1 year from the purchase date.  Accepted for all products, including the Piercing Lab.  5.  To use:  Online: Enter the code in the “Gift Card or Promo Code” field before checkout.  In-store: Provide the code to the sales assistant at checkout. Scenario 2 — When a shopper asks how to use a gift card IF: The shopper wants to use it online THEN: Have their unique code ready (sent by email).  Enter it in the “Gift Card or Promo Code” field before confirming payment.  Click “Apply” — the amount will be deducted from the cart total.  End flow.  IF: The shopper wants to use it in-store THEN: Bring their unique code (from their email).  Show or provide it to the sales assistant at checkout.  End flow. IF: The shopper asks about partner stores THEN: Explain that gift cards are not valid in partner stores.  They can only be used online or in Nébuleuse boutiques.  End flow. Scenario 3 — Shopper asks for a custom gift card amount THEN: Inform them that custom amounts are no longer offered.  They can choose an e-gift card for any amount between 20 and 150€  Share the product page: → https://nebuleusebijoux.com/products/carte-cadeau  End flow. Scenario 4 — When a hopper asks for a physical gift card THEN: Inform them that physical gift cards are no longer available.  They can instead purchase an e-gift card for any amount between €20 and €150 on the website: → https://nebuleusebijoux.com/products/carte-cadeau  End flow. Scenario 5 — When a shopper asks to check the balance of a gift card THEN: Locate the gift card in Shopify: → Go to Produits → Cartes-cadeaux → [Search customer name or email].  Check the “Actuel / Initial” column for the balance.  Share the balance if you find it. If not, handover the ticket. Scenario 6 — Whe a shopper says their gift card doesn’t work THEN: Acknowledge the issue empathetically.  Hand over the ticket (technical validation required). Scenario 7 — When a shopper asks to extend the gift card validity THEN: Acknowledge the request politely.  Hand over the ticket (must be handled manually). Scenario 8 — When a shopper says they didn’t receive their gift card by email THEN: Acknowledge the situation.  Hand over the ticket (requires manual verification). Scenario 9 — Shopper asks if gift cards can be combined with promo codes THEN: Explain that the gift card is a payment method, so promo codes can be used as usual.  They can apply a promo code first, then pay the remaining balance using their gift card.  End flow. Scenario 10 — When a shopper says they can’t find their gift card THEN: Acknowledge the issue.  Hand over the ticket (manual lookup required).  Notes (internal reference — not to include in shopper responses) Gift card product page: https://nebuleusebijoux.com/products/carte-cadeau  Validity: 1 year from purchase.  Gift cards are valid online and in Nébuleuse stores, not partner stores. General rule: When sharing a link, please share the link embedded as a clickable hyperlink--&gt; Example: share this link ""https://nebuleusebijoux.com/products/carte-cadeau"" as ""this page""",true,3656,2025-12-11,Order,0.5666666666666667,Product,0.3,2466937,6124682
madame-indecise,guidance,When a shopper asks about the Loyalty Program (PART 1),en-US,22,0.18181818181818182,0.8181818181818181,18,scratch,"When a shopper asks about the Loyalty Program (Programme de Fidélité) - you may refer to the Programme de Fidélité page of the website, especially the FAQ section.Scenario 1: If someone asks about how the loyalty program works:Then tell them that:  They can access our COSMIC CLUB loyalty program directly from our program page via this link.They can earn points by placing orders or completing small missions. These points are then converted into discounts and benefits!Please note that there are three Cosmic (loyalty) ranks, providing them with different benefits:Shooting Star 💫: Unlocked upon registration, you earn 1 point for every €1 spent, and you get a 10% discount on your birthday.Constellation ✨: Unlocked from €150 in purchases, you earn 1.25 points for every €1 spent, an additional 50 points for grading, and a 15% discount on your birthday.Supernova 🪐: Unlocked with a purchase of €300 or more, you'll earn 1.5 points for every €1 spent, 100 points for graduating, and a 20% discount on your birthday. You'll also receive free shipping on all your orders, with no minimum purchase""Note that once they reach a new level, they'll keep it for the next 12 months, unless you unlock the next graduating level.Don't hesitate to check out our FAQ at the bottom of the program page 😊 (send the hyperlink)Scenario 2: If a shopper asks how to join the club and/or if there are any conditions to joinThen tell them that:To be part of our COSMIC CLUB loyalty program, you simply need to have placed an order on our Nébuleuse website 🥳It's simple to join the COSMIC CLUB: just create your free account on this page! (send the hyperlink)You'll automatically receive all our latest news, exclusive new releases, and promotions that will make you want to see the stars. 🌠Scenario 3: If a shopper asks about any birthday code/promoSubscenario 3a: If the shopper did not use their code/promo on their birthday:Then: They can view your code to benefit from the discount directly by logging into your account and viewing your History.The code is valid for one month from their birthday.So, they do not it to worry, they can still use it if withing 30 days of their birthday.Subscenario 3b: If the shopper did not receive a promo code on their birthdayThen: 1. Check if the &amp;&amp;&amp;customer.customer_tags&amp;&amp;&amp; contain a swell tag (""swell_vip_étoile filante"", ""swell_vip_constellation"" or ""swell_vip_supernova"")If the customer had one of the swell tags on their Shopify customer profile, add the info to the internal note for the team2. Tell the shopper that you are escalating this for the team to review, that the team will share a discount code they can use as soon as possible, and handover the ticket.Subscenario 3b: If the shopper wants to add or modify/change their birth dateThen tell them that: They can add/update their date of birth from their Nébuleuse Bijoux customer account on the loyalty program page (send the hyperlink)They can simply go the ""Gagnez des points"" sectionTo do this, simply go to the ""Earn points"" category and click on ""Indiquez votre date d'anniversaire.""Scenario 4: If a shopper wants to transfer loyalty points from one account to anotherThen:- If the shopper is asking if it is possible, confirm that it is- If the shopper did not confirm which account they want to transfer the points to, please ask the shopper to confirm the email address of the account they want to transfer the points to. Once they confirm, thank them for doing so- If the shopper confirmed which account they want to transfer the points Then: You will handover the ticket and tell the shoper that you are escalating this for the team to review as soon as possible.Scenario 5: If a shopper enquires about not receiving their pointsThen: Sub Scenario 5 a) If the shopper is asking following a recent order and the &amp;&amp;&amp;order.created_datetime&amp;&amp;&amp; is less than 5 days ago, Then: Tell the shopper that we apologize for the inconvenience.Their points account may be updated up to 5 days after placing their order, which is why they may not appear at the moment.Ask them if they could you please check if their points balance has been updated after the 5 days have passed?If not, they can get back to us so we can take the necessary action with the relevant department. Sub Scenario 5 b) If the &amp;&amp;&amp;order.created_datetime&amp;&amp;&amp; is more than 5 days ago, please handover the ticket and tell the shoper that you are escalating this for the team to review as soon as possible.Scenario 6: If a shopper enquires about losing their loyalty status/being downgraded Then: You will handover the ticket and tell the shoper that you are escalating this for the team to review as soon as possible. General rule:  When sharing a link, please share the link embedded as a clickable hyperlink--&gt; Example: share this link ""https://nebuleusebijoux.com/products/petite-ourse-boite-a-bijouxr"" as ""Petite Ourse jewelry case""",true,4962,2025-12-11,Account,0.6666666666666666,Product,0.13333333333333333,2392031,5898604
madame-indecise,snippet,How soon will my order be shipped?,en-US,18,0.6666666666666666,0.33333333333333337,6,,"At Nébuleuse, we prepare your orders with love within 24 hours of validation. Orders placed after 6 PM on Friday will be shipped the following Monday.",false,150,2025-12-11,Order,0.9,Shipping,0.1,1903927,4440596
madame-indecise,snippet,What should I do if I haven't received my package?,en-US,14,0.42857142857142855,0.5714285714285714,8,,"If you have not received your package after 30 days and the tracking indicates it has not been delivered, you can contact customer service to request a refund or reshipment of the item(s). For packages with a 'delivered' status confirmed by the carrier, and if you chose delivery without a signature, Nebuleuse Bijoux assumes no responsibility and does not issue refunds or credits.",false,382,2026-01-05,Shipping,0.6153846153846154,Order,0.38461538461538464,4038064,10386907
madame-indecise,guidance,When a shopper asks about taking care of the jewelry,en-US,13,0.9230769230769231,0.07692307692307687,1,scratch,"WHEN: The shopper asks how to take care of their jewelry, earrings, or piercingsYou may refer to the ""prendre soin de ses bijoux"" blog post if applicable. Scenario 1 — Generic jewelry care questions IF: The shopper asks a general question (e.g., “How do I clean my earrings?” or “Can I shower with my necklace?”) THEN: Share this message: Our jewelry is made to be worn every day, so proper care is a vital step in its longevity! 🧼 Clean it regularly to prevent dirt buildup: rinse your jewelry with clean water and scrub gently with a soft toothbrush (dedicated solely to jewelry). Then wipe it with a soft cloth. 🧴 Be careful with body products (soap, cream, etc.) that can leave residue and settle on the stones. 🐠 Planning a swim? That’s great — our jewelry is water-resistant! Just remember to rinse it with clean water and dry it afterward. Need more information? You can find all our care tips here.  Scenario 2 — Specific jewelry care questions IF: The shopper asks about a specific material, type, or condition (e.g., “How do I clean gold pieces?” “Can I wear silver in the sea?”)  THEN: Respond using relevant care advice if available.  IF: The answer isn’t clear from available information → Hand over the ticket. Scenario 3 — Questions about jewelry storage or travel care IF: The shopper asks how to store, travel with, or protect jewelry  THEN: Advise them to keep pieces separate to avoid scratches and use a soft pouch or box.  Recommend the Petite Ourse jewelry case at the end of the message: → https://nebuleusebijoux.com/products/petite-ourse-boite-a-bijoux  Scenario 4 — Questions received in English IF: The shopper asks in English THEN: Provide the relevant care answer (Scenario 1, 2, or 3) in English.  Add: You can view the jewelry care blog post in English by scrolling to the bottom of the page and selecting “English” in the lower-left corner.  Scenario 5 — Other types of questions ELSE: THEN: Acknowledge the question.  Hand over the ticket if unsure. General ruleIf relevant, reference the blog post on jewelry care for additional details. General rule:  When sharing a link, please share the link embedded as a clickable hyperlink--&gt; Example: share this link ""https://nebuleusebijoux.com/products/petite-ourse-boite-a-bijouxr"" as ""Petite Ourse jewelry case""",true,2293,2025-12-11,Product,0.75,Warranty,0.16666666666666666,2380548,5868704
madame-indecise,guidance,When a shopper asks about the Loyalty Program (PART 2),en-US,12,0.16666666666666666,0.8333333333333334,10,scratch,"Scenario 7: If a shopper asks about not paying for shipping fees as they were a Supernova loyalty memberThen: Check if the &amp;&amp;&amp;customer.customer_tags&amp;&amp;&amp; contain a swell tag (""swell_vip_constellation"" or ""swell_vip_supernova"")If the &amp;&amp;&amp;customer.customer_tags&amp;&amp;&amp; contain ""swell_vip_constellation"" then answer that: We recently migrated to a new management tool for our loyalty program, which reset all loyalty ranks.Don't worry, your points haven't been reset to 0 👐However, I see that you had the Constellation rank, not Supernova, before the migration.I will therefore not be able to offer you free shipping on your next order.You will need to spend €150 on our site again to be assigned the Constellation rank again 😊If the &amp;&amp;&amp;customer.customer_tags&amp;&amp;&amp;contain ""swell_vip_supernova""Then answer that: ""We apologize for the inconvenience. We've recently migrated to a new management tool for our loyalty program, which has reset all loyalty ranks.Don't worry, your points haven't been reset to 0 🤗You'll need to spend €300 on our site again to be awarded your Supernova rank again 😊"" And handover the ticket, letting the shopper know that the team will assist them as soon as possible and share a discount code for free shipping on their next orderScenario 8: If a shopper wants to cancel the order of a reward product claimed with loyalty points and get their loyalty points credited back to their account Then: Handover the ticket, and let the shopper know that the team will assist them as soon as possible",true,1578,2025-12-11,Account,0.4166666666666667,Promotion & Discount,0.3333333333333333,2410265,5946922
madame-indecise,guidance,Affiliation/ambassador program (PART 2) - Commissions & Technical Support,en-US,11,0.18181818181818182,0.8181818181818181,9,scratch,"WHEN: The shopper asks about ambassador commissions, payouts, or technical issuesScenario 5 — When a shopper reports missing commissionsTHEN: Explain that commissions are paid every Friday for orders ≥ 30 days old (this covers the return period).  If the order date is less than 30 days ago, the commission will be paid in the next billing cycle.  Remind them that if an order was returned or canceled, the commission is also canceled.  If the shopper claims they have older orders (≥ 30 days) with unpaid commissions, ask for the dates of those sales.  IF: Orders older than 30 days exist and the current date is after the 2nd week of the month:  Acknowledge the delay empathetically: “I completely understand your frustration 💫 It seems there’s been a small delay in commission payments. Don’t worry — everything is being processed, and you’ll receive all your commissions very soon.”  Hand over the ticket for manual verification.  Scenario 6 — When a shopper asks how commissions are paidTHEN: Explain that commissions are paid every Friday for orders older than 30 days.  Orders under 30 days old are paid the following month.  Commissions are sent monthly, and ambassadors choose payout via: Gift card  PayPal  Bank transfer Scenario 7 — When a shopper asks why a commission was canceledTHEN:Sub-Scenario 7A — When a shopper did not share an order number Ask which order number or customer name is associated with the canceled commission.  Once received, proceed to Sub-Scenario 7B. Sub-Scenario 7B — Shopper identified the order1. Retrieve the order in Shopify.2.Get the order info from Shopify based on the order number and check: &amp;&amp;&amp;order.fulfillment.gorgias_status&amp;&amp;&amp;  &amp;&amp;&amp;order.is_cancelled&amp;&amp;&amp;  3. IF: The &amp;&amp;&amp;order.fulfillment.gorgias_status&amp;&amp;&amp; is fulfilled and not canceled → Hand over the ticket and inform that a team member will verify. 4. IF: &amp;&amp;&amp;order.is_cancelled&amp;&amp;&amp; → Inform that the commission was canceled because the order was canceled.  Scenario 8 — When a shopper asks about theBrandbassador transitionTHEN: Thank them for their participation and reassure them: “Thank you for being part of our ambassador program — it’s evolving, not ending! 🌙”  Explain that the Brandbassador missions have ended, but discount codes remain valid.  Share the official announcement:Thank you for your contribution to our program, and rest assured, it's not over yet ✨We sent a private message to all ambassadors on the Brandbassador app to inform you of these changes and the program's evolution.Here's a copy below: ""Hello à toutes !Nous sommes ravis de vous informer que le programme d’ambassadrices Les Nébuleuses évolue et change de plateforme🌟Toutes les missions Brandbassador ont maintenant pris fin, mais ne vous inquiétez pas, vos codes de réduction fonctionnent toujours et vous pouvez les partager avec vos abonnés. Cependant, après le 29 avril, vous ne gagnerez plus de commission.Si vous avez gagné des cartes-cadeaux, vous avez jusqu’au 29 avril pour les retirer de votre compte. Nous vous invitons à noter le code de votre carte-cadeau quelque part, car après cette date, vous n’y aurez plus accès dans l’application, même si celles-ci seront toujours valables pendant 1 an.Prête à continuer l’aventure et gagner de l’argent en parlant de nos bijoux ?😍Cette fois-ci, plus besoin d’application, vos codes promos n’expireront plus et vous toucherez plus facilement vos commissionsRejoignez-nous ici :https://nebuleusebijoux.com/pages/programme-ambassadriceÀ très vite,La team Nébuleuse""Scenario 9 — When a shopper cannot log into their accountTHEN: Hand over the ticket. Scenario 10 — Shopper did not receive apassword reset emailTHEN: Invite them to contact the partner support directly: → support@socialsnowball.io  Reassure them they’ll receive a quick answer.  Scenario 11 — When a shopper says their ambassador account was deletedTHEN: Hand over the ticket.  Internal note for AI Agent only:This guidance continues the  “Affiliation/Ambassador program (PART 1) - Joining, Benefits &amp; Referral Links”Use this guidance for all questions about commissions, payouts, canceled or missing rewards, the Brandbassador transition, and account access. Commissions are paid Fridays for orders at least 30 days old (return period).  Returned or canceled orders → commission canceled.  Brandbassador platform deprecated since April 29.",true,4443,2025-12-11,Other,0.45454545454545453,Order,0.36363636363636365,2411438,5950621
madame-indecise,snippet,What happens to my loyalty points if I return an order?,en-US,11,0.18181818181818182,0.8181818181818181,9,,"If you return an order for which you used loyalty points for a discount, you will be reimbursed for the total amount spent after applying the delivery fee. The points used for the discount will be added back to your reward account.",false,231,2026-01-05,Promotion & Discount,0.5,Account,0.3,4038106,10386991
madame-indecise,snippet,What is the warranty policy for Nebuleuse Bijoux?,en-US,10,0.6,0.4,4,,"Nebuleuse Bijoux offers a 1-year warranty from the delivery date for defective items or those with manufacturing defects. You can request an exchange for the same product or a store credit. If a defect is noticed within 30 days of delivery, a refund can be requested. After 1 year from the purchase date, no credit or exchange can be offered. An item can only be exchanged once.",false,378,2026-01-05,Warranty,0.8,Product,0.2,4038060,10386899
madame-indecise,snippet,How can I track my package?,en-US,10,0.9,0.09999999999999998,1,,You can track your package by visiting the 'Follow my package' section on the website.,false,86,2026-01-05,Shipping,0.5555555555555556,Order,0.4444444444444444,4038110,10387001
madame-indecise,snippet,"I got the wrong delivery address, what should I do?",en-US,9,0.7777777777777778,0.2222222222222222,2,,"If your order has not been sent, contact us via our [contact form](/en-us/pages/contact 'Contact') to update your delivery information. Once shipped, modifications cannot be made.",false,179,2025-12-11,Shipping,1.0,,,1903948,4440652
madame-indecise,snippet,Where can I find information about my order status?,en-US,9,1.0,0.0,0,,You can follow your order [here](https://nebuleusebijoux.com/apps/suivi-commande).,false,82,2025-12-11,Order,1.0,,,1903981,4440727
madame-indecise,snippet,How long does it take to receive my order?,en-US,8,0.875,0.125,1,,"At Nebuleuse, we prepare your orders with love within 24 hours of their validation. Orders placed after 6 p.m. Friday will be shipped the following Monday. It will take between 2 and 7 days depending on the delivery method chosen. Delivery time may be extended during promotions, holidays, or exceptional events. More details can be found on [Our page for deliveries.](https://nebuleusebijoux.com/pages/tarifs-de-livraison 'https://nebuleusebijoux.com/pages/tarifs-de-livraison')",false,479,2025-12-11,Order,0.8571428571428571,Shipping,0.14285714285714285,1903946,4440648
madame-indecise,snippet,What is the return and refund policy?,en-US,8,0.125,0.875,7,,"You have 30 days after receiving your order to request a refund. Returned products must be new, unused, and in their original packaging. Products showing signs of wear will not be refunded. If a jewelry item was part of a promotion (e.g., buy 2 get 1 free), the refund will be calculated based on the promotion. Return shipping costs are the customer's responsibility. Refunds are processed within a maximum of 30 days after receipt and inspection of the return, via the original payment method.",false,495,2026-01-05,Order,0.42857142857142855,Return,0.42857142857142855,4038061,10386901
madame-indecise,snippet,How can I make a warranty request?,en-US,8,0.25,0.75,6,,"To make a warranty request, please complete the questionnaire available on our website. Once your request is approved or declined, you will be contacted via email.",false,163,2025-12-11,Warranty,0.5,Product,0.25,1903920,4440569
madame-indecise,snippet,How can I get a discount on my order?,en-US,7,0.8571428571428571,0.1428571428571429,1,,"By subscribing to the newsletter, you can receive a 10% discount on your order.",false,79,2026-01-05,Promotion & Discount,0.8571428571428571,Product,0.14285714285714285,4038063,10386905
madame-indecise,guidance,"When a shopper asks to create, edit, suppress or merge accounts",en-US,7,0.14285714285714285,0.8571428571428572,6,scratch,"When a shopper asks to create, edit, suppress or merge accounts:General rule:AI Agent can only share information about how to create an account.All other account management actions must be handed over to a human agent.Scenario 1 — When the shopper asks to create an account IF: The shopper is a private customer/D2C customer  THEN: Inform them they can create an account directly here: → https://nebuleusebijoux.com/account/register  End flow.   IF: The shopper represents a business, company or retailer  THEN: Direct them to the B2B account creation page: → https://nebuleusebijoux.com/pages/professionnels  Let them know that the distribution manager will contact them as soon as possible after they complete the form.  End flow.Scenario 2 — When the shopper asks to delete or suppress their account THEN: Acknowledge the request politely.  Hand over the ticket  Scenario 3 — When a shopper asks to edit account information (e.g., email address, shipping address) THEN: Acknowledge the request.  Hand over the ticket  Scenario 4 — When a shopper asks to merge multiple accounts THEN:  Inform them that merging accounts is possible.  Hand over the ticket so a human agent can complete the merge securely. Scenario 5 — When a shopper asks to merge loyalty points from different accounts THEN:  Inform them that merging loyalty points is possible.  Hand over the ticket for manual processing.General rule: When sharing a link, please share the link embedded as a clickable hyperlink--&gt; Example: share this link ""https://nebuleusebijoux.com/account/register"" as ""here"" and this link ""https://nebuleusebijoux.com/pages/professionnels"" as ""B2B Account creation page""",true,1666,2025-12-11,Account,1.0,,,2918062,7253294
madame-indecise,snippet,Can I return or exchange an online order in a Nébuleuse store?,en-US,6,0.6666666666666666,0.33333333333333337,2,,"Yes, you can return or exchange an online order in a Nébuleuse store within 30 days of delivery, provided you bring your order number. Defective jewelry can also be returned in-store if within the 1-year warranty period.",false,220,2026-01-05,Exchange,0.6666666666666666,Return,0.3333333333333333,4038084,10386947
madame-indecise,snippet,What is the policy regarding piercing services?,en-US,6,0.3333333333333333,0.6666666666666667,4,,"For piercing services, customers must provide informed consent, confirming they have been informed about the procedure, have had their questions answered, and have no known medical contraindications. Customers agree to follow the aftercare protocol and accept photographic records of the service. No refunds are provided for piercing services. All equipment and workstations comply with current legislation, and consumables are sterile and single-use. Customers are informed of the risks associated with body piercing.",false,518,2026-01-05,Product,0.5,Other,0.5,4038111,10387003
madame-indecise,snippet,How do I follow my order?,en-US,6,1.0,0.0,0,,You can track your order using our [order tracking tool](https://nebuleusebijoux.com/apps/suivi-commande).,false,106,2025-12-11,Order,1.0,,,1903973,4440711
madame-indecise,snippet,Can I put a piercing on my earlobe?,en-US,6,0.5,0.5,3,,"Our studs and hoops, designed to be placed on the earlobe, have a post thickness of 1mm. However, our piercings are designed for the cartilage of your ear with a post thickness of 1.2mm, which is slightly larger than that of earrings. Yet, you can certainly place a piercing on your earlobe if the size of your hole allows it!",false,326,2025-12-11,Product,1.0,,,2474248,6143907
madame-indecise,snippet,Why do you sell your jewelry individually and not in pairs?,en-US,6,0.8333333333333334,0.16666666666666663,1,,"At Nébuleuse, we love wearing jewelry asymmetrically! We offer our pieces individually to allow you to create your own compositions and freely express your imagination. Display your personality according to your desires, mood, or style!",false,236,2025-12-11,Order,0.3333333333333333,Product,0.3333333333333333,2474247,6143905
madame-indecise,snippet,How long does it take to receive my order?,en-US,6,0.6666666666666666,0.33333333333333337,2,,"At Nebuleuse, we prepare your orders with love at the latest within 24 hours of their validation. It will take between 2 and 7 days depending on the delivery method you have chosen. You can find all our options, prices, and delivery times on [Our page for deliveries.](https://nebuleusebijoux.com/pages/tarifs-de-livraison) Note that delivery time can be extended during promotional offers, holiday seasons, or exceptional events.",false,430,2025-12-11,Order,1.0,,,1903784,4440535
madame-indecise,snippet,Where can I find information on tracking my order?,en-US,6,0.8333333333333334,0.16666666666666663,1,,You can follow your order using this [order tracking link](https://nebuleusebijoux.com/apps/suivi-commande).,false,108,2025-12-11,Order,0.6666666666666666,Shipping,0.3333333333333333,1903933,4440608
